SEXO, SEDE, CODIGO DEL PROGRAMA, PROGRAMA, CODIGO DE LA FACULTAD FACULTAD, FACULTAD, CODIGO DEL PAIS, PAIS NACIMIENTO, COD_DEPTO_NACE, DEPARTAMENTO_NACE, COD_MUNI_NACE, NOMBRE_MUNI_NACE, COD_PAIS_VIVE, PAIS_VIVE, COD_DEPTO_VIVE, DEPARTAMENTO_VIVE, COD_MUNI_VIVE, NOMBRE_MUNI_VIVE, CREDITOS_ULTIM_SEMEST_MATRIC, SEMESTRE_INICIA_PROGRAMA, CRED_CURS_PROG , CRED_APROB_PROG, PROMEDIO_SEMESTRE, PROMEDIO_PROGRAMA

FEME, CARMENVI, 541, ING. URBANA-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 19, 20161, 103, 103, 4, 4.07

FEME, CARMENVI, 913, ENFERMERÍA-CARMEN DE VIBO, 60, FACULTAD DE ENFERMERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 18, 20152, 108, 108, 4.18, 4.02

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 12, 20142, 149, 145, 3.57, 3.53

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 12, 20142, 148, 148, 4.18, 3.97

FEME, CARMENVI, 541, ING. URBANA-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 16, 20161, 63, 53, 2.72, 3.41

FEME, CARMENVI, 715, ING. AGROPECUARIA-C VIBOR, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 12, 20161, 87, 81, 3.91, 3.69

MASC, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 18, 20172, 33, 31, 3.82, 3.78

MASC, CARMENVI, 311, PSICOLOG-CARMEN DE VIBORA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 376, LA CEJA, 24, 20181, 24, 24, 4.17, 4.17

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 15, 20082, 139, 86, 3.66, 3.79

MASC, CARMENVI, 448, ARTES PLÁSTICAS-C VIBORAL, 2, FACULTAD DE ARTES, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 9, 20142, 159, 151, 3.81, 4.16

MASC, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 607, RETIRO, 22, 20152, 99, 98, 3.91, 3.6

MASC, APARTADO, 120, CONTADURÍA - APARTADÓ, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 70, SUCRE, 1, SINCELEJO, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 16, 20152, 72, 64, 3.76, 3.48

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 9, 20142, 105, 88, 3.82, 3.54

MASC, TURBO, 709, ING. AGROPECUARIA - TURBO, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 18, 20142, 136, 130, 3.65, 3.62

MASC, APARTADO, 545, INGENIERÍA CIVIL-APARTADÓ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 22, 20172, 22, 22, 3.9, 3.65

MASC, CAREPA, 719, ING. AGROPECUARIA - CAREP, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 18, 20181, 17, 8, 2.92, 2.92

FEME, TURBO, 925, OCEANOGRAFÍA - TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 250, EL BAGRE, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 3, 20141, 124, 107, 9.99, 3.52

FEME, APARTADO, 339, PSICOLOGÍA - APARTADÓ, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 24, 20152, 138, 138, 4.43, 3.98

MASC, TURBO, 1679, LIC PEDAG INFANTIL-TURBO, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 16, 20152, 107, 107, 4.62, 4.49

MASC, CAREPA, 523, INGE BIOQUÍMICA-URABÁ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 46, COLOMBIA, 5, ANTIOQUIA, 172, CHIGORODO, 14, 20151, 119, 119, 4.16, 3.88

FEME, CAREPA, 526, INGE AGROINDUSTRIAL-URABÁ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 5, ANTIOQUIA, 147, CAREPA, 15, 20151, 109, 97, 3.99, 3.67

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 313, GRANADA, 46, COLOMBIA, 5, ANTIOQUIA, 313, GRANADA, 23, 20162, 56, 36, 1.55, 3

FEME, CARMENVI, 541, ING. URBANA-CARMENVIBORAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 541, EL PEÑOL, 46, COLOMBIA, 5, ANTIOQUIA, 541, EL PEÑOL, 10, 20162, 41, 35, 4.13, 3.31

FEME, CARMENVI, 1678, LIC PEDAG INFANTIL-CARMEN, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 541, EL PEÑOL, 46, COLOMBIA, 5, ANTIOQUIA, 541, EL PEÑOL, 8, 20132, 164, 161, 3.34, 4.38

FEME, TURBO, 540, ING. OCEANOGRÁFICA-TURBO, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 490, NECOCLI, 46, COLOMBIA, 5, ANTIOQUIA, 665, SAN PEDRO DE UR, 13, 20151, 84, 78, 3.75, 3.52

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 18, 20142, 103, 100, 3.76, 3.81

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 46, COLOMBIA, 5, ANTIOQUIA, 674, SAN VICENTE, 16, 20141, 153, 153, 4.61, 4.22

MASC, AMALFI, 354, DERECHO - AMALFI, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 858, VEGACHI, 46, COLOMBIA, 5, ANTIOQUIA, 858, VEGACHI, 17, 20141, 199, 179, 4.25, 3.73

MASC, YARUMAL, 959, TEC SANEA/AMBIEN-YARUMAL, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 19, 20171, 50, 50, 3.63, 3.81

MASC, YARUMAL, 115, ADMON DE EMPRESA-YARUMAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 12, 20151, 75, 69, 3.59, 3.38

FEME, YARUMAL, 773, TEC REG FARMACIA -YARUMAL, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 16, 20181, 17, 17, 3.65, 3.65

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 9, 20181, 8, 5, 3.56, 3.56

MASC, YARUMAL, 773, TEC REG FARMACIA -YARUMAL, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 16, 20181, 17, 17, 3.79, 3.79

FEME, CARMENVI, 921, GEST ECOL-TURISMO-CM VIB, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 686, SANTA ROSA DE O, 13, 20152, 71, 71, 4.35, 4.15

FEME, CARMENVI, 329, SOCIOLOGÍA - CARMENV, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 15, BOYACA, 667, SAN LUIS DE GAC, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 0, 20142, 160, 160, 4.28, 3.87

FEME, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 7, 20141, 160, 156, 4.08, 3.93

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 895, ZARAGOZA, 46, COLOMBIA, 5, ANTIOQUIA, 88, BELLO, 15, 20142, 105, 102, 3.85, 4.04

FEME, CAUCASIA, 1623, LIC ED HUMANID-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 895, ZARAGOZA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 11, 20141, 168, 159, 3.45, 3.99

MASC, CAREPA, 356, DERECHO - CAREPA, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 20, 20162, 88, 82, 3.73, 3.61

FEME, TURBO, 1679, LIC PEDAG INFANTIL-TURBO, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20152, 107, 107, 4.02, 4.15

FEME, TURBO, 1679, LIC PEDAG INFANTIL-TURBO, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20152, 107, 107, 4.16, 4.14

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 20, 20132, 142, 142, 4.57, 4.22

FEME, TURBO, 540, ING. OCEANOGRÁFICA-TURBO, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20141, 147, 129, 3.8, 3.57

MASC, TURBO, 950, ECOL ZONAS COSTERAS-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 10, 20161, 39, 24, 3.35, 2.63

FEME, TURBO, 922, GEST ECOL Y TURISMO-TURBO, 17, CORPORACIÓN AMBIENTAL, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 16, 20151, 91, 77, 4.03, 3.46

FEME, TURBO, 759, TECN REG. FARMACIA -TURBO, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 19, 20171, 46, 38, 4, 3.56

MASC, TURBO, 759, TECN REG. FARMACIA -TURBO, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 15, 20172, 33, 29, 3.58, 3.56

MASC, YARUMAL, 773, TEC REG FARMACIA -YARUMAL, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 5, ANTIOQUIA, 284, FRONTINO, 46, COLOMBIA, 5, ANTIOQUIA, 887, YARUMAL, 16, 20181, 17, 15, 3.71, 3.71

FEME, ANDES, 109, ADMINIST EMPRESA- ANDES, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 30, AMAGA, 46, COLOMBIA, 5, ANTIOQUIA, 861, VENECIA, 15, 20151, 129, 111, 4.22, 3.43

FEME, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 15, 20151, 115, 111, 4.04, 3.91

FEME, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 12, 20151, 117, 117, 3.76, 3.76

FEME, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 12, 20151, 115, 105, 3.8, 3.62

FEME, SEGOVIA, 997, TEC SANEA/AMBIEN-SEGOVIA, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 15, 20171, 28, 25, 3.53, 3.6

MASC, SEGOVIA, 997, TEC SANEA/AMBIEN-SEGOVIA, 70, FAC DE SALUD PÚBLICA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 15, 20171, 47, 44, 3.37, 3.48

MASC, SONSON, 341, COMU SOCIAL PER - SONSÓN, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 22, 20161, 106, 106, 4.46, 4.4

MASC, CARMENVI, 913, ENFERMERÍA-CARMEN DE VIBO, 60, FACULTAD DE ENFERMERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 18, 20152, 108, 108, 3.85, 3.88

FEME, CARMENVI, 901, NUTRIC Y DIETÉTICA -CARM, 80, ESC NUTRICIÓN Y DIETÉTICA, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 16, 20181, 16, 16, 3.62, 3.62

MASC, SONSON, 341, COMU SOCIAL PER - SONSÓN, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 18, 20162, 86, 82, 4, 4.01

FEME, SONSON, 717, ING. AGROPECUARIA-SONSÓN, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 12, 20171, 48, 42, 3.98, 3.89

MASC, SONSON, 717, ING. AGROPECUARIA-SONSÓN, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 18, 20181, 17, 17, 3.66, 3.66

FEME, SONSON, 341, COMU SOCIAL PER - SONSÓN, 12, FAC DE COMUNICACIONES, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 46, COLOMBIA, 5, ANTIOQUIA, 756, SONSON, 20, 20171, 62, 62, 4.24, 4.16

FEME, CAUCASIA, 101, ADM DE EMPRESAS- CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 18, 20152, 99, 99, 3.85, 3.95

MASC, CAUCASIA, 762, TEC REG FARMACIA-CAUCASIA, 40, FAC CIEN FARMACÉUTI Y ALI, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 17, 20171, 49, 49, 4.15, 3.89

FEME, CAUCASIA, 315, PSICOLOGÍA - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 45, APARTADO, 46, COLOMBIA, 23, CORDOBA, 466, MONTELIBANO, 6, 20141, 186, 186, 4.23, 4.02

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 79, BUENAVISTA, 46, COLOMBIA, 23, CORDOBA, 580, PUERTO LIBERTAD, 13, 20172, 22, 6, 2.93, 2.73

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 46, COLOMBIA, 5, ANTIOQUIA, 697, SANTUARIO, 15, 20152, 101, 92, 3.76, 3.95

FEME, CAUCASIA, 315, PSICOLOGÍA - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 16, 20141, 174, 158, 3.78, 3.4

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 17, 20152, 101, 101, 4.03, 4.17

FEME, CAUCASIA, 1688, LIC PED INFANTIL-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 46, COLOMBIA, 23, CORDOBA, 555, PLANETA RICA, 18, 20171, 53, 53, 4.57, 4.53

MASC, MEDELLIN, 536, ING TELECOMUNICACIONES, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 9, 20162, 53, 41, 3.04, 3.46

FEME, CAUCASIA, 1688, LIC PED INFANTIL-CAUCASIA, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 11, BOGOTA D.E., 999, DESCONOCIDO, 46, COLOMBIA, 23, CORDOBA, 79, BUENAVISTA, 19, 20181, 16, 16, 4.28, 4.28

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 46, COLOMBIA, 23, CORDOBA, 1, MONTERIA, 12, 20182, 0, 18, 9.99, 9.99

MASC, CARMENVI, 108, CONTADURÍA - C. VIBORAL, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 25, CUNDINAMARCA, 322, GUASCA, 46, COLOMBIA, 5, ANTIOQUIA, 615, RIONEGRO, 6, 20132, 173, 157, 3.59, 3.53

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 23, CORDOBA, 660, SAHAGUN, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 17, 20161, 123, 131, 3.92, 4.01

MASC, CAREPA, 356, DERECHO - CAREPA, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 665, SAN PEDRO DE UR, 20, 20161, 102, 102, 4.05, 4.11

FEME, CARMENVI, 1480, LIC. EN TEATRO- CARMEN, 2, FACULTAD DE ARTES, 46, COLOMBIA, 66, RISARALDA, 1, PEREIRA, 46, COLOMBIA, 66, RISARALDA, 1, PEREIRA, 22, 20162, 79, 79, 4.49, 4.42

FEME, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 50, META, 226, CUMARAL, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 17, 20182, 0, 1, 9.99, 9.99

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 63, QUINDIO, 130, CALARCA, 46, COLOMBIA, 5, ANTIOQUIA, 212, COPACABANA, 15, 20172, 24, 21, 3.7, 3.46

MASC, P-BERRIO, 1649, LIC EDU:C NAT-P BERRÍO, 20, FACULTAD DE EDUCACIÓN, 46, COLOMBIA, 5, ANTIOQUIA, 579, PUERTO BERRIO, 46, COLOMBIA, 5, ANTIOQUIA, 579, PUERTO BERRIO, 16, 20142, 153, 151, 4.01, 3.96

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 893, YONDO, 46, COLOMBIA, 5, ANTIOQUIA, 893, YONDO, 15, 20172, 26, 26, 3.98, 3.93

MASC, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 68, SANTANDER, 573, PUERTO PARRA, 46, COLOMBIA, 5, ANTIOQUIA, 591, PUERTO TRIUNFO, 11, 20162, 34, 26, 2.8, 3.25

MASC, CAUCASIA, 121, CONTADURÍA - CAUCASIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 70, SUCRE, 1, SINCELEJO, 46, COLOMBIA, 70, SUCRE, 1, SINCELEJO, 17, 20162, 70, 62, 3.52, 3.53

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 70, SUCRE, 1, SINCELEJO, 46, COLOMBIA, 70, SUCRE, 1, SINCELEJO, 15, 20171, 113, 107, 3.74, 3.81

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 250, EL BAGRE, 46, COLOMBIA, 5, ANTIOQUIA, 250, EL BAGRE, 18, 20141, 98, 74, 3.09, 3.26

MASC, APARTADO, 545, INGENIERÍA CIVIL-APARTADÓ, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 46, COLOMBIA, 5, ANTIOQUIA, 837, TURBO, 20, 20171, 64, 61, 3.38, 3.58

MASC, CARMENVI, 705, MEDIC VETERINAR-CARMEN V., 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 5, ANTIOQUIA, 2, ABEJORRAL, 46, COLOMBIA, 5, ANTIOQUIA, 2, ABEJORRAL, 21, 20152, 109, 104, 3.93, 3.75

MASC, MEDELLIN, 506, ING DE SISTEMAS, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 360, ITAGUI, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 23, 20162, 84, 80, 4.05, 4.13

FEME, CAUCASIA, 315, PSICOLOGÍA - CAUCASIA, 9, FAC CCIAS SOCIALES Y HUM., 46, COLOMBIA, 23, CORDOBA, 855, VALENCIA, 46, COLOMBIA, 5, ANTIOQUIA, 154, CAUCASIA, 24, 20162, 94, 94, 4.07, 4.04

MASC, CAUCASIA, 716, ING.AGROPECUARIA-CAUCASIA, 50, FAC CIENCIAS AGRARIAS, 46, COLOMBIA, 23, CORDOBA, 68, AYAPEL, 46, COLOMBIA, 23, CORDOBA, 68, AYAPEL, 19, 20171, 51, 51, 3.92, 3.76

FEME, MEDELLIN, 537, ING AMBIENTAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 11, BOGOTA D.E., 1, SANTAFE DE BOGO, 46, COLOMBIA, 5, ANTIOQUIA, 1, MEDELLIN, 21, 20142, 177, 177, 4, 3.9

MASC, AMALFI, 354, DERECHO - AMALFI, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 240, EBEJICO, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 17, 20141, 195, 179, 3.69, 3.7

MASC, MEDELLIN, 514, ING INDUSTRIAL, 25, FACULTAD DE INGENIERÍA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 46, COLOMBIA, 5, ANTIOQUIA, 736, SEGOVIA, 12, 20181, 9, 6, 3.07, 3.07

FEME, AMALFI, 354, DERECHO - AMALFI, 10, FACULTAD DE DERECHO, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 46, COLOMBIA, 5, ANTIOQUIA, 31, AMALFI, 17, 20141, 179, 179, 4.25, 4.25

FEME, SEGOVIA, 116, ADMON DE EMPRESA-SEGOVIA, 15, FACULTAD CCIAS ECONÓMICAS, 46, COLOMBIA, 5, ANTIOQUIA, 604, REMEDIOS, 46, COLOMBIA, 5, ANTIOQUIA, 604, REMEDIOS, 15, 20151, 120, 117, 3.86, 4.02

